participantNo,inputType,trialNo,triad,msg,spagCorrect,correctMsg,gMsg
4,Speech,7,"house.png,Friends.png,mug.png",A group of friends have gotten together for a coffee,A group of friends have gotten together for a coffee,A group of friends have gotten together for a coffee,A group of friends have gotten together for a coffee
4,Speech,8,"doctor.png,plane.png,boy.png",Doctor says that flying with young children can be dangerous,Doctor says that flying with young children can be dangerous,Doctor says that flying with young children can be dangerous,Doctor says that flying with young children can be dangerous
4,Speech,9,"bicycle.png,youngman.png,santa.png",The boy wants to get a bike for Christmas,The boy wants to get a bike for Christmas,The boy wants to get a bike for Christmas,The boy wants to get a bike for Christmas
4,Speech,10,"woman.png,momandbaby.png,plane.png",A lady and her child came to visit their relative who lives overseas,A lady and her child came to visit their relative who lives overseas,A lady and her child came to visit their relative who lives overseas,A lady and her child came to visit their relative who lives overseas
4,Speech,11,"teddybear.png,money.png,Friends.png",A group of friends chipped in to buy a teddy bear for their other friend's birthday,A group of friends chipped in to buy a teddy bear for their other friend's birthday,A group of friends chipped in to buy a teddy bear for their other friend's birthday,A group of friends chipped in to buy a teddy bear for their other friend's birthday
4,Speech,12,"swings.png,crying.png,raincloud.png",The boy is upset about the rain because he can't go on the swings anymore,The boy is upset about the rain because he can't go on the swings anymore,The boy is upset about the rain because he can't go on the swings anymore,The boy is upset about the rain because he can't go on the swings anymore
4,Speech,13,"sun.png,house.png,baby.png",The baby is happy that the sunlight is getting into the house,The baby is happy that the sunlight is getting into the house,The baby is happy that the sunlight is getting into the house,The baby is happy that the sunlight is getting into the house
4,Speech,14,"soccer.png,youngman.png,heart.png",Boy loves to play soccer,Boy loves to play soccer,The boy loves to play soccer,The boy loves to play soccer
4,Speech,15,"boy.png,boat.png,cat.png",The boy likes to play with cats and ships,The boy likes to play with cats and ships,The boy likes to play with cats and ships,The boy likes to play with cats and ships
4,Speech,16,"baby.png,iPhone4.png,man.png",The little baby will be better at using smartphones then the old man,The little baby will be better at using smartphones then the old man,The little baby will be better at using smartphones then the old man,The little baby will be better at using smartphones then the old man
4,Speech,17,"flower.png,bench.png,man.png",The man likes to sit down on the bench and look at the flowers,The man likes to sit down on the bench and look at the flowers,The man likes to sit down on the bench and look at the flowers,The man likes to sit down on the bench and look at the flowers
4,Speech,18,"swings.png,money.png,momandbaby.png",The lady got paid today and after work she took her baby to the park,The lady got paid today and after work she took her baby to the park,The lady got paid today and after work she took her baby to the park,The lady got paid today and after work she took her baby to the park
4,Speech,19,"crying.png,youngman.png,santa.png",The older brother told the younger brother that Santa Claus does not exist,The older brother told the younger brother that Santa Claus does not exist,The older brother told the younger brother that Santa Claus does not exist,The older brother told the younger brother that Santa Claus does not exist
4,Speech,20,"boy.png,Friends.png,present.png",Three siblings gave a beautifully packed gift to their little brother,Three siblings gave a beautifully packed gift to their little brother,Three siblings gave a beautifully packed gift to their little brother,Three siblings gave a beautifully packed gift to their little brother
4,Keyboard,1,"baby.png,iPhone4.png,man.png",The baby is excited about watching cartoons on a smartphone. The man thinks he will get some free time while the baby is distracted.,The baby is excited about watching cartoons on a smartphone. The man thinks he will get some free time while the baby is distracted.,The baby is excited about watching cartoons on a smartphone. The man thinks he will get some free time while the baby is distracted.,The baby is excited about watching cartoons on a smartphone. The man thinks he will get some free time while the baby is distracted.
4,Keyboard,2,"swings.png,crying.png,raincloud.png",The boy slipped and fell while he was on the swings because it started raining.,The boy slipped and fell while he was on the swings because it started raining.,The boy slipped and fell while he was on the swings because it started raining.,The boy slipped and fell while he was on the swings because it started raining.
4,Keyboard,3,"crying.png,pup.png,confused.png","The girl gave his brother a dog for his birthday, bit he is upset. The girl did not expect this reaction.","The girl gave his brother a dog for his birthday, bit he is upset. The girl did not expect this reaction.","The girl gave his brother a dog for his birthday, but he is upset. The girl did not expect this reaction.","The girl gave his brother a dog for his birthday, but he is upset. The girl did not expect this reaction."
4,Keyboard,4,"teddybear.png,money.png,Friends.png",A group of friends won a teddy bear in an amusement park,A group of friends won a teddy bear in an amusement park,A group of friends won a teddy bear in an amusement park,A group of friends won a teddy bear in an amusement park
4,Keyboard,5,"boy.png,Friends.png,present.png",The little boy is having a birthday party. Their friends came over to celebrate with him.,The little boy is having a birthday party. Their friends came over to celebrate with him.,The little boy is having a birthday party. Their friends came over to celebrate with him.,The little boy is having a birthday party. Their friends came over to celebrate with him.
4,Keyboard,6,"crying.png,youngman.png,santa.png",The boy can't wait from Christmas to come. His older brother is thinking of a present to give to him.,The boy can't wait from Christmas to come. His older brother is thinking of a present to give to him.,The boy can't wait for Christmas to come. His older brother is thinking of a present to give to him.,The boy can't wait from Christmas to come. His older brother is thinking of a present to give to him.
4,Keyboard,7,"flower.png,bench.png,man.png",Where it used to be a flower field now stands a bench. The man is upset about the world changing. ,Where it used to be a flower field now stands a bench. The man is upset about the world changing. ,Where there used to be a flower field now stands a bench. The man is upset about the world changing. ,Where there used to be a flower field now stands a bench. The man is upset about the world changing. 
4,Keyboard,8,"sun.png,house.png,baby.png",The baby wakes up very early because the sunbeams shine in his eyes through the curtains.,The baby wakes up very early because the sunbeams shine in his eyes through the curtains.,The baby wakes up very early because the sunbeams shone in his eyes through the curtains.,The baby wakes up very early because the sunbeams shine in his eyes through the curtains.
4,Keyboard,9,"doctor.png,plane.png,boy.png",The doctor explains how one should behave with babies onboard of an airplane.,The doctor explains how one should behave with babies onboard of an airplane.,The doctor explains how one should behave with babies onboard an airplane.,The doctor explains how one should behave with babies on an airplane.
4,Keyboard,10,"boy.png,boat.png,cat.png",The boy and his family are going on a cruise. The cat has to stay at home.,The boy and his family are going on a cruise. The cat has to stay at home.,The boy and his family are going on a cruise. The cat has to stay at home.,The boy and his family are going on a cruise. The cat has to stay at home.
4,Keyboard,11,"woman.png,momandbaby.png,plane.png",A stewardess is welcoming a young mother and her baby onboard.,A stewardess is welcoming a young mother and her baby onboard.,A stewardess is welcoming a young mother and her baby onboard.,A stewardess is welcoming a young mother and her baby onboard.
4,Keyboard,12,"cooking.png,house.png,soccer.png",The girl is making dinner while watching soccer competition on the TV.,The girl is making dinner while watching soccer competition on the TV.,The girl is making dinner while watching soccer competition on the TV.,The girl is making dinner while watching a soccer competition on the TV.
4,Keyboard,13,"soccer.png,youngman.png,heart.png",The boy had to break up with his girlfriend to pursue a career as a professional soccer player .,The boy had to break up with his girlfriend to pursue a career as a professional soccer player.,The boy had to break up with his girlfriend to pursue a career as a professional soccer player.,The boy had to break up with his girlfriend to pursue a career as a professional soccer player.
4,Keyboard,14,"brocoli.png,hotdog.png,woman.png",The girl presents a new hot dog made out of broccoli.,The girl presents a new hot dog made out of broccoli.,The girl presents a new hot dog made out of broccoli.,The girl presents a new hot dog made out of broccoli.
