participantNo,inputType,trialNo,inputTime,prepTime,msg,correctMsg,msgLen,wpm,incorrect_fixed,fixes,triad,taskType,setNum,totalTime,entryTime,corrTime,acCount,gMsg,uncorrected_error_rate,corrected_error_rate,bandwidth
3,Speech,8,4942,6539,The doctor gave Bruce his vaccines so he could go on a flight to Mexico,The doctor gave Bruce his vaccines so he could go on a flight to Mexico,71,169.9716714,67,1,"doctor.png,plane.png,boy.png",Composition,A,18349,11810,723,0,The doctor gave Bruce his vaccines so he could go on a flight to Mexico,0,0.930555556,0.510791367
3,Speech,9,4132,8279,A teddy bear cost too much money for the teenagers to buy.,A teddy bear cost too much money for the teenagers to buy.,58,165.5372701,59,1,"teddybear.png,money.png,Friends.png",Composition,A,20870,12591,705,0,A teddy bear cost too much money for the teenagers to buy.,0,1,0.491525424
3,Speech,10,9438,7701,Sally doesn't like soccer so she stays at home and makes soup instead.,Sally doesn't like soccer so she stays at home and makes soup instead.,70,87.73045137,0,0,"cooking.png,house.png,soccer.png",Composition,A,24799,17098,0,0,"Sally doesn't like soccer, so she stays at home and makes soup instead.",0.007042254,0,0.992957746
3,Speech,11,6429,5511,It was raining all day so Tommy couldn't go to the playground and play on the swings.,It was raining all day so Tommy couldn't go to the playground and play on the swings.,85,156.7895474,0,0,"swings.png,crying.png,raincloud.png",Composition,A,17915,12404,0,0,It was raining all day so Tommy couldn't go to the playground and play on the swings.,0,0,1
3,Speech,12,4505,4954,The teenagers love babies they want one for a present.,The teenagers love babies; they want one for a present.,54,141.1764706,0,0,"boy.png,Friends.png,present.png",Composition,A,14627,9673,0,0,The teenagers love babies. They want one for a present.,0.027272727,0,0.972727273
3,Speech,13,5238,10562,Bruce bought flowers for his date and wait in the park on the bench but nobody came.,Bruce bought flowers for his date and waited in the park on the bench but nobody came.,84,190.1489118,0,0,"flower.png,bench.png,man.png",Composition,A,26858,16296,0,0,"Bruce bought flowers for his date and waiting in the park on the bench, but nobody came.",0.03435518,0,0.96564482
3,Speech,14,2955,5028,Sally wouldn't take Tommy to the mall to see Santa.,Sally wouldn't take Tommy to the mall to see Santa.,51,203.0456853,0,0,"crying.png,youngman.png,santa.png",Composition,A,13015,7987,0,0,Sally wouldn't take Tommy to the mall to see Santa.,0,0,1
3,Speech,15,14415,4688,The dog ran away from Bobby for some reason that Sally couldn't figure out so Bobby cried,"The dog ran away from Bobby for some reason that Sally couldn't figure out, so Bobby cried",89,73.25702393,12,9,"crying.png,pup.png,confused.png",Composition,A,23923,19235,4911,0,"The dog ran away from Bobby for some reason that Sally couldn't figure out, so Bobby cried",0.01010101,0.121212121,0.801801802
3,Speech,16,4482,6408,Nutritionists recommend to have broccoli with every meal except hot dogs.,Nutritionists recommend to have broccoli with every meal except hot dogs.,73,192.7710843,0,0,"brocoli.png,hotdog.png,woman.png",Composition,A,17432,11024,0,0,Nutritionists recommend having broccoli with every meal except hot dogs.,0.04109589,0,0.95890411
3,Speech,17,8263,4507,The tea was too hot so the teenagers play hide and seek in the house,The tea was too hot so the teenagers played hide and seek in the house,68,97.30122232,69,2,"house.png,Friends.png,mug.png",Composition,A,18308,13801,1366,0,"The tea was too hot, so the teenagers played hide and seek in the house",0.034436834,0.951769406,0.480571371
3,Speech,18,11329,5198,Grandma's grandchildren bought her a teddy bear that she loves,Grandma's grandchildren bought her a teddy bear that she loves,62,64.61294024,29,29,"grandma.png,heart.png,teddybear.png",Composition,A,22232,17034,4411,0,Grandma's grandchildren bought her a teddy bear that she loves,0,0.318681319,0.516666667
3,Speech,19,7737,6095,Tell me when on a sail Cruise and met a little kitty cat,Tell me went on a sail cruise and met a little kitty cat,56,85.30438154,15,11,"boy.png,boat.png,cat.png",Composition,A,19854,13759,3059,0,Tommy went on a sailboat cruise and met a little kitty cat,0.109344581,0.220635951,0.596980256
3,Speech,20,6425,4991,"Sally's favorite sport is soccer, she loves it.","Sally's favorite sport is soccer, she loves it.",47,85.91439689,0,0,"soccer.png,youngman.png,heart.png",Composition,A,15681,10690,0,0,Sally's favorite sport is soccer. She loves it.,0.021276596,0,0.978723404
4,Speech,2,19338,16252,The doctor thinks that having apples in your house is beneficial for your health,The doctor thinks that having apples in your house is beneficial for your health,80,49.02264971,16,9,"apple.png,doctor.png,house.png",Composition,A,48525,32273,4929,0,The doctor thinks that having apples in your house is beneficial for your health,0,0.179775281,0.761904762
4,Speech,3,20426,10725,The boy got bitten by a dog and is crying. The girl didn't see it and is wondering why the boy is crying,The boy got bitten by a dog and is crying. The girl didn't see it and is wondering why the boy is crying,104,60.51111329,17,6,"crying.png,pup.png,confused.png",Composition,A,39148,28423,6251,0,The boy got bitten by a dog and is crying. The girl didn't see it and is wondering why the boy is crying,0,0.154545455,0.818897638
4,Speech,4,3015,17223,The person is preparing to make a turtle soup,The person is preparing to make a turtle soup,45,175.1243781,0,0,"turtle.png,cooking-pan.png,youngman.png",Composition,A,36817,19594,0,0,The person is preparing to make a turtle soup,0,0,1
4,Speech,5,6288,8454,The lady says that eating broccoli is better for your health than eating hot dogs,The lady says that eating broccoli is better for your health than eating hot dogs,81,152.6717557,82,2,"brocoli.png,hotdog.png,woman.png",Composition,A,25343,16889,2205,0,The lady says that eating broccoli is better for your health than eating hot dogs,0,0.987951807,0.490909091
4,Speech,6,7965,10064,The old lady is reminiscing about her old childhood toy,The old lady is reminiscing about her old childhood toy,55,81.3559322,0,0,"grandma.png,heart.png,teddybear.png",Composition,A,28213,18149,0,0,The old lady is reminiscing about her old childhood toy,0,0,1
4,Speech,7,5064,7163,A group of friends have gotten together for a coffee,A group of friends have gotten together for a coffee,52,120.8530806,4,1,"house.png,Friends.png,mug.png",Composition,A,21427,14264,644,0,A group of friends have gotten together for a coffee,0,0.075471698,0.912280702
4,Speech,8,14097,9991,Doctor says that flying with young children can be dangerous,Doctor says that flying with young children can be dangerous,60,50.2234518,15,7,"doctor.png,plane.png,boy.png",Composition,A,33360,23369,5359,0,Doctor says that flying with young children can be dangerous,0,0.223880597,0.731707317
4,Speech,9,3055,6962,The boy wants to get a bike for Christmas,The boy wants to get a bike for Christmas,41,157.1194763,0,0,"bicycle.png,youngman.png,santa.png",Composition,A,19397,12435,0,0,The boy wants to get a bike for Christmas,0,0,1
4,Speech,10,14677,16443,A lady and her child came to visit their relative who lives overseas,A lady and her child came to visit their relative who lives overseas,68,54.77958711,76,13,"woman.png,momandbaby.png,plane.png",Composition,A,40954,24511,6970,0,A lady and her child came to visit their relative who lives overseas,0,0.938271605,0.433121019
4,Speech,11,33880,12124,A group of friends chipped in to buy a teddy bear for their other friend's birthday,A group of friends chipped in to buy a teddy bear for their other friend's birthday,83,29.04368359,27,12,"teddybear.png,money.png,Friends.png",Composition,A,54841,42717,9043,0,A group of friends chipped in to buy a teddy bear for their other friend's birthday,0,0.284210526,0.680327869
4,Speech,12,18686,11332,The boy is upset about the rain because he can't go on the swings anymore,The boy is upset about the rain because he can't go on the swings anymore,73,46.23782511,28,9,"swings.png,crying.png,raincloud.png",Composition,A,41033,29701,3552,0,The boy is upset about the rain because he can't go on the swings anymore,0,0.341463415,0.663636364
4,Speech,13,19321,6762,The baby is happy that the sunlight is getting into the house,The baby is happy that the sunlight is getting into the house,61,37.26515191,22,12,"sun.png,house.png,baby.png",Composition,A,32590,25828,12225,0,The baby is happy that the sunlight is getting into the house,0,0.301369863,0.642105263
4,Speech,14,5414,2140,Boy loves to play soccer,The boy loves to play soccer,24,50.97894348,28,1,"soccer.png,youngman.png,heart.png",Composition,A,10222,8082,675,0,The boy loves to play soccer,0.172413793,0.965517241,0.403508772
4,Speech,15,9460,14494,The boy likes to play with cats and ships,The boy likes to play with cats and ships,41,50.73995772,31,2,"boy.png,boat.png,cat.png",Composition,A,36471,21977,4488,0,The boy likes to play with cats and ships,0,0.720930233,0.554054054
4,Speech,16,13863,13437,The little baby will be better at using smartphones then the old man,The little baby will be better at using smartphones then the old man,68,57.99610474,3,3,"baby.png,iPhone4.png,man.png",Composition,A,37137,23700,6850,0,The little baby will be better at using smartphones then the old man,0,0.042253521,0.918918919
4,Speech,17,8739,8191,The man likes to sit down on the bench and look at the flowers,The man likes to sit down on the bench and look at the flowers,62,83.76244422,4,2,"flower.png,bench.png,man.png",Composition,A,26028,17837,4366,0,The man likes to sit down on the bench and look at the flowers,0,0.0625,0.911764706
4,Speech,18,8875,15441,The lady got paid today and after work she took her baby to the park,The lady got paid today and after work she took her baby to the park,68,90.5915493,0,0,"swings.png,money.png,momandbaby.png",Composition,A,41342,25901,0,0,The lady got paid today and after work she took her baby to the park,0,0,1
4,Speech,19,3374,8930,The older brother told the younger brother that Santa Claus does not exist,The older brother told the younger brother that Santa Claus does not exist,74,259.6324837,8,1,"crying.png,youngman.png,santa.png",Composition,A,22624,13694,5,0,The older brother told the younger brother that Santa Claus does not exist,0,0.106666667,0.891566265
4,Speech,20,7086,10657,Three siblings gave a beautifully packed gift to their little brother,Three siblings gave a beautifully packed gift to their little brother,69,115.1566469,74,2,"boy.png,Friends.png,present.png",Composition,A,31302,20645,1132,0,Three siblings gave a beautifully packed gift to their little brother,0,1.042253521,0.475862069
4,Keyboard,2,19396,9793,The boy slipped and fell while he was on the swings because it started raining.,The boy slipped and fell while he was on the swings because it started raining.,79,48.25737265,4,4,"swings.png,crying.png,raincloud.png",Composition,B,40504,30711,1886,2,The boy slipped and fell while he was on the swings because it started raining.,0,0.048192771,0.908045977
4,Keyboard,3,30585,7496,"The girl gave his brother a dog for his birthday, bit he is upset. The girl did not expect this reaction.","The girl gave his brother a dog for his birthday, but he is upset. The girl did not expect this reaction.",105,40.80431584,20,6,"crying.png,pup.png,confused.png",Composition,B,45893,38397,4188,5,"The girl gave his brother a dog for his birthday, but he is upset. The girl did not expect this reaction.",0.009009009,0.18018018,0.79389313
4,Keyboard,4,24599,4994,A group of friends won a teddy bear in an amusement park,A group of friends won a teddy bear in an amusement park,56,26.83035896,4,4,"teddybear.png,money.png,Friends.png",Composition,B,33284,28290,1687,2,A group of friends won a teddy bear in an amusement park,0,0.066666667,0.875
4,Keyboard,5,20097,3438,The little boy is having a birthday party. Their friends came over to celebrate with him.,The little boy is having a birthday party. Their friends came over to celebrate with him.,89,52.54515599,0,0,"boy.png,Friends.png,present.png",Composition,B,29847,26409,0,3,The little boy is having a birthday party. Their friends came over to celebrate with him.,0,0,1
4,Keyboard,6,45612,4827,The boy can't wait from Christmas to come. His older brother is thinking of a present to give to him.,The boy can't wait for Christmas to come. His older brother is thinking of a present to give to him.,101,26.30886609,19,16,"crying.png,youngman.png,santa.png",Composition,B,56122,51295,14291,2,The boy can't wait from Christmas to come. His older brother is thinking of a present to give to him.,0.008547009,0.162393162,0.735294118
4,Keyboard,7,42936,10100,Where it used to be a flower field now stands a bench. The man is upset about the world changing. ,Where there used to be a flower field now stands a bench. The man is upset about the world changing. ,98,27.11011738,17,12,"flower.png,bench.png,man.png",Composition,B,62875,52775,9169,3,Where there used to be a flower field now stands a bench. The man is upset about the world changing. ,0.044642857,0.151785714,0.736434109
4,Keyboard,8,21385,4992,The baby wakes up very early because the sunbeams shine in his eyes through the curtains.,The baby wakes up very early because the sunbeams shone in his eyes through the curtains.,89,49.38040683,0,0,"sun.png,house.png,baby.png",Composition,B,30594,25602,0,2,The baby wakes up very early because the sunbeams shine in his eyes through the curtains.,0.005617978,0,0.994382022
4,Keyboard,9,20125,3402,The doctor explains how one should behave with babies onboard of an airplane.,The doctor explains how one should behave with babies onboard an airplane.,77,45.31677019,6,6,"doctor.png,plane.png,boy.png",Composition,B,24912,21510,3149,2,The doctor explains how one should behave with babies on an airplane.,0.06626506,0.072289157,0.803370787
4,Keyboard,10,17381,4353,The boy and his family are going on a cruise. The cat has to stay at home.,The boy and his family are going on a cruise. The cat has to stay at home.,74,50.39986192,1,1,"boy.png,boat.png,cat.png",Composition,B,25584,21231,1519,0,The boy and his family are going on a cruise. The cat has to stay at home.,0,0.013333333,0.973684211
4,Keyboard,11,32127,4418,A stewardess is welcoming a young mother and her baby onboard.,A stewardess is welcoming a young mother and her baby onboard.,62,22.78457372,21,21,"woman.png,momandbaby.png,plane.png",Composition,B,40856,36438,10493,2,A stewardess is welcoming a young mother and her baby onboard.,0,0.253012048,0.596153846
